customer_text,support_text,customer_id,customer_tweet_id,support_tweet_id
@AppleSupport Thanks. That was very helpful. Under Safety it mentions Face ID is face under “normal usage conditions”. We were wondering about your definition of “normal usage conditions”.,@247982 We're here to help. You can learn more about Face ID here: https://t.co/w0GFEbuI3a,247982,1571023,1571022
@AppleSupport There is also option to download them for offline playback on iTunes. Why should I download them again when I have them on my iPhone.,"@435768 We'll do all we can to help. To clarify, are you wanting to download music to your PC then sync through iTunes to other devices?",435768,1354050,1354047
@AppleSupport Its slowing down my mac a lot,@117459 Thanks for reaching out to us. We're happy to help out. We recommend checking out this link: https://t.co/03O2CionXW,117459,8310,8311
@AppleSupport I haven’t seen it myself for a week. Someone messaged me that they saw this going to MY site.,@208399 Are you seeing the message now? What happen when you try to access another website?,208399,2893374,2893373
"@AppleSupport My IPhone x is working fine now, Thanks for nothing",@726046 Helping you enjoy a smoother experience with your iPhone is a top priority. Follow us to DM and we'll take a closer look. https://t.co/GDrqU22YpT,726046,2557368,2557367
@AppleSupport Connected to Wi-Fi,"@518574 We'd love to help with any issues you're seeing. Are you trying to update over Wi-Fi, or connected to a computer with iTunes?",518574,1712012,1712011
"@AppleSupport Lenovo YOGA Win 10, a search on Apple Support Forums shows this issue going back 10 years","@692963 We can certainly understand why you'd be concerned, and we want to help you figure out what's going on.  Can you tell us what type of computer you are running?",692963,2410179,2410178
@AppleSupport Thanks guys. Apologies it was my original Apple cable that was the issue as tried using a new non-Apple cable and it is charging perfectly.,@391628 Let’s team up on this situation. Could you let us know more details via a DM? We’ll keep moving forward from there. https://t.co/GDrqU22YpT,391628,1154615,1154616
@AppleSupport It happened yesterday for the first time at around 11:30 AM. It’s happened twice since then. I have an iPhone 7 and it’s the iOS 11.1.2.,"@770056 We'd love to look into this with you!  To start, when did you first notice this behavior?  Also, what model iPhone and iOS version are we working with today?",770056,2750514,2750513
"@AppleSupport Yes, it does.",@663582 Got it. Does this charger work with other devices normally?,663582,2283290,2283289
"@AppleSupport All in range and connected. It’s a series 0 watch on latest software and yes, I subscribe to Apple Music","@652312 When you try to play the songs not synced, is your iPhone within range and connected to your Apple Watch? What series of Apple Watch and version of watchOS are we working with? To confirm, you have an active Apple Music subscription, correct?",652312,2780683,2780682
@AppleSupport It will freeze for about 5-10 seconds but sounds will play and I can still scroll depending on what app I have. I have the latest version of iOS 11.1.1,"@692575 We want to help with the issue you're describing. To verify, does it stop until you restart your iPhone? Tell us more details and let us know what iOS version you have in Settings &gt; General &gt; About. We'll work together on this.",692575,2408527,2408526
@AppleSupport How about you make your new iPhone not cost the same amount as 1 months rent??,@382011 Let's see if we can get to the bottom of this battery issue. Send us a DM with your current iOS version to get started. https://t.co/GDrqU22YpT,382011,1890350,1890349
"@AppleSupport i havent tried any other troubleshooting steps, ive seen some online but im sure whether i should try it since im at uni",@309446 Let's work together in a DM. Provide us with any additional troubleshooting steps you've tried. https://t.co/GDrqU22YpT,309446,794556,794555
"@AppleSupport @397145 Same here, u might check your buggy updates ASAP! Otherwise u will lose many customers in next couple of days forever!!! @115858","@397145  We want you to have an iPhone that works. Let's look at this together, send us a DM. https://t.co/GDrqU22YpT",179855,1178394,1178393
@AppleSupport I have sent you my case number. I request that my case is escalated and answered correctly and professionally. If this cannot be done by you then tell me who,"@565151 We'd like to review your case and talk more about your experience. Meet us in DM so we can gather information, and assist. https://t.co/GDrqU22YpT",565151,1896111,1896110
"@AppleSupport I have restarted it, factory reset it, etc. It flashes to last text, goes black &amp; closes. Called apple but they couldn’t fix it.",@502559 Let's figure this out. What happens when you try to open the Messages app? Have you restarted your device?,502559,1644544,1644543
@AppleSupport Just updated to iOS 11.2 beta 6 (15C114) and it solves my problem. Thanks,"@230691 That's great. Let's go into Settings &gt; Apple ID &gt; iCloud and make sure that iCloud Drive is turned on. If it is, join us in DM using the following link and we'll dig in deeper. https://t.co/GDrqU22YpT",230691,486264,486263
@AppleSupport was “i” but i fixed i️t by putting the letter in text replacement but now it’s giving me symbols again every time i try to say i️t https://t.co/oGgQAaVzP9,"@770798 We're here to help. Just to make sure we understand, are you stating that you are having an issue with the word ""it""? Can you explain your issue a little more to us?",770798,2753697,2753698
@AppleSupport Ok done. Please check your DM. 😘,@502535 We want to take a closer look at this with you. Send us a DM with more details about your device to get started. https://t.co/GDrqU22YpT,502535,2477613,2477612
@AppleSupport I just bought an iPhone 8 plus and I was trying to pair it with my watch,"@186353 We’ll be glad to help. To clarify, are you trying to restore a backup to your Apple Watch, or are you attempting to back it up?",186353,295387,295386
@AppleSupport What is DM?,@346844 We'd like to help with your iPhone's battery. Send us a DM with more details and we'll take a look. https://t.co/GDrqU22YpT,346844,956045,956044
@AppleSupport In general. The videos sound will also disappear after 10 seconds or so also.,@550819 Thank you for keeping your iPhone fully updated. Does the behavior occur when screen recording on other apps or in general?,550819,1837273,1837274
@AppleSupport It’s accumulated more scratches on the couple of weeks since the screen was replaced than it got in the year before. This glass is not the,@202928 We know scratches to a device screen are no fun. We'd be happy to look into your situation. Please DM us here: https://t.co/GDrqU22YpT,202928,367000,367001
@AppleSupport What do you want to investigate ?! How have you guys not fixed this I️ yet lmao,@260161 We'd like to investigate this further with you. Send us a DM and we can troubleshoot more from there. https://t.co/GDrqU22YpT,260161,1684404,1684405
@AppleSupport iPhone 6s Plus &amp; I have the iOS 10.3.3 update currently,@167181 We're here to help. Would you please tell us which iOS device are you using?,167181,215393,215392
@AppleSupport This is a great temporary fix- but I hope an actual one comes soon. I️ didn’t pay money for a phone to have to make a shortcut.,@485052 Thank you for reaching out for support. We'd like to lend a hand. Let us know if this article helps: https://t.co/sDSg942Lx2,485052,1573763,1573762
@AppleSupport yes i have restarted it several times https://t.co/t3MjnrVHys,@702059 We'd be happy to figure this out with you. Could you tell us what happens when you try to activate them? Are you getting an error message? Have you restarted your Mac since updating?,702059,2449518,2449517
"@AppleSupport Thanks, it was but that’s off now 👍","@322205 Let's take a look! To begin, let's go to Settings &gt; General &gt; Accessibility &gt; Display Accommodations, is Auto-Brightness on?",322205,851201,851202
@AppleSupport iPhone 7 current software is 11.0.2,@198489 We're here for you. What's happening with your Location Services? Can you also tell us what device you're using?,198489,346520,346521
@AppleSupport  https://t.co/tPTw32O8AB,"@766307 We'd like to help with iMessage. Do you know what version of the iOS is on the device?  If not, you can check under Settings &gt; General &gt; About &gt; Version.",766307,2734063,2734062
@AppleSupport If you look above you can see what I’m a talking about i clicked the letter I and it still does it,"@117504 Let's look at this together. To begin, are you completely updated to iOS 11.1?",117504,8560,8558
"@AppleSupport Yes, it is.",@591840 We know how important it is to have your device and apps in your preferred language. Is this the only app in French?,591840,2121049,2121048
"@AppleSupport Hi, iOS 11, TvOS 11 (all latest versions) on all devices, except I do have an old iPhone 4S, iPad 4, Apple TV 2&amp;3 on the same account",@474040 We're happy to help. Can you tell us which iOS version you are currently using please?,474040,1748897,1748896
@AppleSupport But I still can't get my music synced. MY music.,@317131 We're happy to help you out with this. What happens when you tap Go To My Music under Try It Now?,317131,827583,827582
@AppleSupport It looks like this https://t.co/0rpp0msr7c,"@669818 We'd like to help any way we can. Is the GPS issue showing itself in other apps that use it, such as the Maps or the Compass apps? Which model do you have and which OS version is installed on it?",669818,2309399,2309397
@AppleSupport It doesn’t happen on everything. Kinda random,@766385 Thanks for reaching out. We can definitely look into this further with you. Do you have the same results after you restart your iPhone?,766385,2734422,2734421
@AppleSupport Yea,"@665836 To make sure we're on the same page, when the phone is on silent, the sound on the game is not working, correct?",665836,2292815,2292814
@AppleSupport I have sent you a DM.,"@117107 Take a look here: https://t.co/YWJPvGCOO0 If all settings are in order, send us a DM. https://t.co/GDrqU22YpT",117107,366973,366972
@AppleSupport My gallery videos do not play unless you are connected to the internet or sometimes do not play. This happens after this update of iOS 11 😕,"@456308 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",456308,1449301,1449300
@AppleSupport I have tried all your process mentioned in that link which u provided. Still it not getting started.,@563023 We'd like to take a closer look into this. DM us the iOS version installed &amp; how the iPad was being used when this began. https://t.co/GDrqU22YpT,563023,1887768,1887767
@AppleSupport Shit. I wasn't suppose to asking you. B*tch.,@193024 Our Photos experts would be happy to assist you. Get in touch with them here: https://t.co/IBIY3vMgPj,193024,1634562,1634560
@AppleSupport 11.1.2 and whenever that came out,@818981 We'd like to work with you on this. How long ago did you update your iPhone? Which iOS are you running on your iPhone?,818981,2969000,2968999
@AppleSupport Just restarted and it has worked! Thank you! Can’t believe I didn’t try that before!?🙈🤦🏼‍♀️,"@817550 Okay got it.  Look and see what iOS version you are running under Settings &gt; General &gt; About.  Have you restarted since the last update? 
https://t.co/OWRDHWSt4h",817550,2962825,2962824
"@AppleSupport By the way ios 11 is making apps crash or get stucked, i have 3gb unused so i do not think that is the problem",@298537 We can help with Siri. Has the device been powered off and back on since this started?,298537,746853,746852
@AppleSupport Thanks let's me check,@247527 Thanks for reaching out.  We know how important it is for your device to work as expected and we'll do everything we can to assist.  We'd recommend following the steps here: https://t.co/osZOKKTalm,247527,548080,548078
@AppleSupport All I did was change the email address. I no longer use the old one. What’s the point in having change email address if it messes things up,@794131 This may be happening because you purchased apps under the old Apple ID. Did you make a new ID or change an old one?,794131,2857314,2857313
"@AppleSupport 2. I subscribe to Apple Music, and i downloaded some songs to my iphone and my ipod. But somehow when i wan to to listen to the songs i downloaded on airplane mode. The song is just not downloaded yet. Which is frustrating sometimes. How can i fix this? I’m on ios 11.1",@265328 We're here to help with any issues you maybe having. Select the following link to join us in a DM and describe the issue you're having in more detail. https://t.co/GDrqU22YpT,265328,2301177,2301176
@AppleSupport I’ve met you in the dms too many times 😂 no reply from your shit service team,"@129051 We'd be happy to look this over with you. Please meet us in DM so we may gather information, and better assist. https://t.co/GDrqU22YpT",129051,1779896,1779895
@AppleSupport Camera Roll etc isn’t showing. The was the point in me asking the question. https://t.co/SY8yfFwquW,@211524 You can see how to change your wallpaper here: https://t.co/hSnkM7JIIS,211524,1141664,1141663
@AppleSupport Both,"@156464 Does this seem to occur when you're connected to Wi-Fi, cellular data, or either?",156464,172946,172945
@AppleSupport My mbl become slow after installing iOS 11 do something for that,"Introducing the new Control Center in iOS 11. Now customizable.
Learn more https://t.co/fCNsZCyS3P https://t.co/WiFGzhh3AZ",560359,6730,6658
@AppleSupport Really? Cause every time I try to get the problem resolved I’m told I’ll have to wait “a week or two” and here we are six months later,@502252 We'd be happy to look into this issue with you. Send us a DM and we'll continue there. https://t.co/GDrqU22YpT,502252,1643319,1643316
"@AppleSupport hi, yes, I’ve done a hard restart to no avail. Same issue occurs.",@188890 We are here for you. Have you tried restarting your iPhone? Do you get the same results after a restart? Let us know to continue.,188890,305305,305304
"@AppleSupport I can't see what iCloud drive is doing right now; I don't see network traffic. I would just appreciate if I could take back control and simply stop the process, or pause iCloud from doing whatever it is doing. Can I do that, and how? Thank you!","@697910 We'd be glad to take a look at this with you. The 'bird' process is the back end process for the iCloud Drive. Are you uploading a lot of files to it right now, or have you not been using it and it's clogging up resources?",697910,2431362,2431361
@AppleSupport  https://t.co/FCpgoGw4i7,@135619 We can help out with that. Would you be able to provide more details on what's happening?,135619,90635,90636
@AppleSupport Much appreciated,@497397 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,497397,1623859,1623858
@AppleSupport @759375 @759375 have you been able to fix this? i have the same issue and many users are reporting this.,@759375 We'd be happy to look into this with you. Let's meet in DM here: https://t.co/GDrqU22YpT,759376,2703616,2703615
@AppleSupport I still haven’t got a reply in 9 hours?,@252897 Happy to help with this. What apps are you using when this happens? DM us and let us know. https://t.co/GDrqU22YpT,252897,566825,566823
@AppleSupport It does seem like a scam. What do you think? https://t.co/Apv3Irt0Bk,@203275 This resource will help you identify phishing scams: https://t.co/V2QRdtocGo DM us if you have any questions. https://t.co/GDrqU22YpT,203275,368339,368341
@AppleSupport Thank you! It’s the most recent 11.1.2,@245544 Thanks for reaching out. We know how important your alarms are and want to make sure that they're working properly. What is your current iOS version? You can find it at Settings &gt; General &gt; About.,245544,541172,541171
"@AppleSupport Ahhhh, thank you! Apparently I don’t know my own finger strength. Ha!",@123527 Glad to help! It sounds like the 3D Touch menu is popping up to share the app. Making apps wiggle for deletion requires a very light touch and steady finger. Hold it on the app using no pressure. Here's a guide with more info: https://t.co/bNH7gNvF9e,123527,2484338,2484337
@AppleSupport The most current one,@376000 We're here to help. What iOS version are you on?,376000,1085266,1085265
@AppleSupport I did the .3 update. Apps are still slow,@302815 Let's get to the bottom of this together. Is your iPhone running iOS 11.0.3? Tap on Settings &gt; General &gt; About to find out.,302815,764901,764900
@AppleSupport Just DM,@438946 We'd like to help. DM us what country or region your're located in. https://t.co/GDrqU22YpT,438946,1370212,1370211
@AppleSupport It just occurred to me...you probably have a pretty tough job. It can’t be easy dealing with people who are really mad because some other person in your company broke their expensive device,"@813688 Since you rely on your battery when you're out and about, we want to make sure it's working well. Just to confirm, you mentioned that you updated to iOS 11.1 yesterday, can you confirm if you're on iOS 11.1.2? Check here: Settings &gt; General &gt; About.",813688,2945783,2945782
@AppleSupport I have sent you a DM’d you this morning,@574137 We want to help with your Apple Watch. Have you tried maximizing its performance? https://t.co/yg6xBLkjbL Let's meet in DM here. https://t.co/GDrqU22YpT,574137,1929352,1929351
"@AppleSupport I'm able to sign in on the computer to the HBO now website, but what's worried about is when the next billing cycle comes, I no longer have the old Apple ID and I don't see the HBO purchase on the new Apple ID account","@275108 We're happy to help as we're able, or direct you to the proper resource. What are you seeing when trying to use that app?",275108,2816381,2816382
@AppleSupport Hello! I just pre-ordered an iPhoneX through an Apple authorized seller. They claim that the new iPhoneX has no FaceTime.,@250346 We'd like to help. DM us which iPhone you have and we'll go from there. https://t.co/GDrqU22YpT,436450,1357302,1357301
@AppleSupport Preciate it pimp,"@741836 Thanks for reaching out to us. Beyond an iTunes backup, we cannot help with recovery of data.",741836,2626417,2626416
"@AppleSupport When I put my airpods in my ears, I can hear the keyboard sounds but when I take them out, I can barely hear them. Is that normal?",@204117 Hi there! Are all of your other sounds performing at the correct level?,204117,539865,539863
@AppleSupport iPhone SE and 11.1.2. It again got stuck in headphones mode now :(,@287515 We'll be happy to look into what's causing your iPhone to take time to switch modes. Which iPhone and iOS version are you using?,287515,701656,701655
@AppleSupport thnx the issue had been resolved.,@453533 You should be able contact us through this link:  https://t.co/IBIY3vMgPj Or DM us further details. https://t.co/GDrqU22YpT,453533,1436725,1436724
@AppleSupport Any reason songs that are the same volume on phone would have wildly different volumes when played from a 1st gen watch? Fixed in series 3?,"Play the music you love, right from your Apple Watch. Here's how to add playlists and albums in watchOS 4
Learn more https://t.co/AT5kfmYtDh https://t.co/IiLTio7CoA",537514,756510,756460
"@AppleSupport Thanks girl, you the realest",@518983 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,518983,1713705,1713704
@AppleSupport Explain? Orange flash on the iPhone X? More faults with your handsets? https://t.co/fFsCOlUc23,Double-click the side button on iPhone X to make easy and secure purchases with Apple Pay. https://t.co/KdLSPcWBDv,692144,2358617,2358576
@AppleSupport 11.0.3 https://t.co/EVGP6YvGKY,@183431 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,183431,662823,662822
@AppleSupport Well that seems to have worked so far. Thanks for the response 👍🏻👍🏻 I am happy I can use I again...,@488158 We want to assist. Please take a look at the following article for more information: https://t.co/xXaXeeSRt9,488158,1586825,1586824
"@AppleSupport #Apple spricht mit mir! Wow!!!👍

Nur will #Apple wohl die #Übersetzungsfunktion von #Google nicht nutzen😊🙈",@394442 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,394442,1166743,1166742
"@AppleSupport Still waiting on a reply here, @AppleSupport! Why are you unwilling to have this conversation with me?",@148691 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,148691,848316,848313
"@AppleSupport @413218 Hi apple,
I have a big problem with my phone.
It shuts down although it’s battery is full.
cant turn it on again with buttons.
Only plugged",@413218 Let's move to DM and take a closer look at your battery issues. We'll be happy to help. https://t.co/GDrqU22YpT,217747,1249733,1249732
@AppleSupport When the next iOS update is coming with all bugs resolved and full stability???,@395218 What seems to be going on? Let us know in DM and we’ll go from there. https://t.co/GDrqU22YpT,395218,1170115,1170114
@AppleSupport What do you mean with DM and more Details???,@550939 We'd like to gather more details. Can you DM us to get started? https://t.co/GDrqU22YpT,550939,1837874,1837872
"@AppleSupport Battery draining, gets stuck in landscape view, apps take 5-10 seconds to load(including recent calls, voicemail), some apps not compatible, auto dimming won’t turn off, flashlight doesn’t work at low battery percentage",@809272 We are happy to look into any issues you may be experiencing with iOS 11. Just let us know what's happening and we'll help.,809272,2924687,2924686
@AppleSupport please fix the question marks it’s making me angry,"With iPhone X, getting to the Home screen is as simple as swiping up from the bottom. Check it out.

Learn more: https://t.co/Gev9UeAZa1 https://t.co/8wiOQYuf5d",530909,1703907,1703855
@AppleSupport it solve by restarting my ipad,@375556 We want to help. Have you tried restarting your iPad?https://t.co/OWRDHWSt4h,375556,1606707,1606706
"@AppleSupport all of my other chargers work, and sometimes it will say “this device is not supported”",@173354 Are you getting any alerts on your display when the iPhone 7 stops charging suddenly? Have you tested multiple cables by chance?,173354,241544,241545
@AppleSupport But iTunes isn't working. And this happened earlier this summer and took 48hrs to correct,@580811 Can we help?  What's going on?,580811,1957419,1957420
@AppleSupport I have wifi,@495337 Let's get together and look into this. Are you connected to the internet via Wi-Fi or cellular data? DM us and let us know.,495337,1614908,1614909
@AppleSupport Yes I am,@449594 We'd like to look into this with you. Are you currently on iOS 11.1?,449594,1418047,1418046
@AppleSupport Thank you for that. Didn't realize it was public. I removed tweet. How would she connect with you?,@774572 For privacy we're unable to do that. Keep in mind this is a public space. We suggest removing your tweet for your daughter's privacy.,774572,2779285,2779290
"@AppleSupport Already tried restarting several times..but the screen rotation issue not resolved, also there are frame drops after iOS 11.","@199702 What troubleshooting have you tried? If you haven't already, try a standard restart, here's how: https://t.co/OWRDHWSt4h",199702,351947,351946
"@AppleSupport I'm getting in touch with them, at the moment I lost a database with almost 70 thousand images 😡",@213995  We want all of your applications to work as expected. Did you already reach out to the developer?,213995,415158,415157
"@AppleSupport Hiya, so before when I tried to update. It had the notification alert on. But when it checked for an update it said the phone is up to date. It’s a model 6 and I’ve just managed to get it to update :)",@309233 What happens when you try to update? What type of iPhone do you have?,309233,2294875,2294874
"@AppleSupport I have not. 

I was having Airpods issues and contacted apple last night...we rebooted airpods and disconnected from phone and reconnected.

hence, my need to change the setting back to ""double tap to pause"" which had been working flawlesly for months.",@137166 We're here to help. Have you restarted your iPhone since applying this change in settings? https://t.co/GDrqU22YpT,137166,96979,96978
@AppleSupport I’ve currently given up trying to get my Apple Watch fixed with you guys. Consistently overselling &amp; under delivering. Not keeping to your word &amp; doing what you say you’ll do. Disappointed &amp; angry.,@623054 We'd love to take a look. Please DM us so we can gather further details. https://t.co/GDrqU22YpT,623054,2112876,2112875
@AppleSupport @499682 Sorry.  But nobody wants to do this.  Please just fix 🤷‍♂️,@499682 We'd like to help you out. We have a workaround for this here: https://t.co/xXaXeeSRt9,499683,1633099,1633098
@AppleSupport This is the screen it gets stuck on.  Never shuts down. Started with latest update. https://t.co/hwaVc0jPVL,@139811 May we take a look?  What version of macOS High Sierra are you currently on?  What happens when you try to shut down using the Apple menu?  Let us know more and we'll go from there.,139811,118033,118034
"@AppleSupport The charging port on my phone isn't working. So my phone died last night and now it can't turn on because no charger works for my phone. I try to restart while it is plugged in, but the screen doesn't even light up.",@269718 We want to try to help. Tell us more about what is going on with your iPhone? Did it power off and now it won't turn on? What was the iPhone doing before it stopped working?,269718,631767,631766
@AppleSupport DM sent. Thank you!,"@718615 Okay, thanks. How did you reset your device? DM us and let us know. We'll continue to assist you from there. https://t.co/GDrqU22YpT",718615,2523406,2523405
@AppleSupport It still is doing it it’s only on social media,@489570 Let's try the steps listed in this article. https://t.co/xU1AGIa4ME. Let us know if you need any further help.,489570,1592837,1592838
@AppleSupport Thanks for the recommendation...I will give that a try and will follow up if the bug is not fixed,"@174962 Thanks for contacting us. We would recommend updating to iOS 11.0.2 as that may resolve the issue. If it doesn't, let us know.",174962,248178,248176
@AppleSupport I’m unable to receive nor send iMessages with my phone. It’s inconveniencing my life,@775092 We're happy to help however we can. Please let us know a bit more about what's going on and we'll go from there.,775092,2773169,2773168
@AppleSupport Okay. Thanks.,@156813 We've received your DM and will respond from there shortly.,156813,1358156,1358155
@AppleSupport @660904 I updated and im still having a problem. The A square and ? are gone but i am still having issue with my auto correct. Will there be another update?,"@660904 Good to know that. Updating to the latest iOS 11.1.2 will resolve this issue.

How to update your iOS device: https://t.co/80YRnjDFDk",660903,2271703,2271705
"@AppleSupport Hi, thanks for your reply. I managed to update it via my PC, as you suggested, and thankfully now all sorted. Thanks again. :)",@682654 We're glad you reached out about this. We're eager to get things resolved for you. Do you have access to a computer with iTunes installed? We'll need to plug our iPhone in and apply the update there.,682654,2364462,2364461
@AppleSupport It’s also similar with iMessage but the WhatsApp issue is consistently bad.,@302194 We'd be happy to assist you with this. Can you provide us which iOS version you're using?,302194,762549,762553
"@AppleSupport I was forced to update my phone system with data usage,why the fuck did you do that ?","Want to get to Control Center on iPhone X? 

Just swipe down from the top right corner. https://t.co/iSAieJEf3t",703359,168795,168760
@AppleSupport Or u can giving me an iPhone x for free for my troubles u fuck Knuckles 🖕🖕,"@818427 Thanks for reaching out to us about this. We have some steps for you to try, but to do so, we'll need to meet in DM. https://t.co/GDrqU22YpT",818427,2966630,2966629
@AppleSupport @192731 I send Dm and Apple didn’t help me,@192731 We'd be happy to help. Can you DM us more about the issue you're experiencing with your battery? https://t.co/GDrqU22YpT,187664,322063,322062
"@AppleSupport It doesn’t do it anymore but I was trying to bring up the control center, not scrolling on the text messages to go up and down. So when I tried to bring up the control center, it would invert as seen on the video",@717314 We'd like some clarification to assist. Are you unable to scroll after changing your screen orientation or is there a different issue? Let us know the details and we'll take it from there.,717314,2518193,2518192
@AppleSupport It’s just in post by other people https://t.co/lCpYShmBjY,"@656942 We're here to help! To clarify for our end of this, are you seeing this just in the posts by other people, or when you're typing?",656942,2255509,2255508
"@AppleSupport Followed your recommendation to update to the later version of iOS BUT it’s screwing up so many apps! 

Every time after searching for an old chat on @4305 and going back to the main page, the entire hangs. WTF? @126972 on screen is also having weird behavior. https://t.co/tgETgXLcwu",@257657 We want to be sure you get the most out of your iPhone's performance. DM us and let us know which iOS you're running. https://t.co/GDrqU22YpT,257657,583623,583624
@AppleSupport Yes using iTunes. I then tried setting up as a new phone,"@400217 When trying all the steps that were listed and you restored your iPhone, was this done using iTunes?",400217,1192238,1192237
@AppleSupport  https://t.co/9aQ1aKtpw7,@342622 We know how important it is to have your emails working as expected. Let's look into this together. Can you provide us which version of iOS 11 you're using? This can be located in Settings &gt; General &gt; About &gt; Version.,342622,939115,939116
@AppleSupport It happened once which is yesterday,"@328745 Understood. Next, can you please tell us how often does the issue occur in a typical day?",328745,879292,879291
@AppleSupport @213965 Ive installed IOS 11.1.1 and my keyboard is very slow. My screen is rotating even when portrait rotation lock is on. I am unhappy.,"@213965 Thanks for reaching out.  Have you had a chance to update to iOS 11.1.1? If you haven’t yet, let’s back up and update afterwards.",729911,2573886,2573885
@AppleSupport Or you could just do proper testing of software before releasing it. Considering everyone I know is experiencing issues clearly this was rushed to market with no testing.,@760189 That's not the experience we'd want you to have. Send us a DM with the details of what you are experiencing. https://t.co/GDrqU22YpT,760189,2706865,2706864
"@AppleSupport I’ve tried a few tips, hopefully that improves my battery life - strange that I already had everything off until the update turned it on 🤔",@196308 We want to help with your battery. Look here for a few tips: https://t.co/bivpdfBNJ6  DM us if you're still having trouble. https://t.co/GDrqU22YpT,196308,336597,336598
@AppleSupport This does not help anything!!!,@489561 Thanks for reaching out. We'd like to have you try our steps here and let us know if they help: https://t.co/uQeXsrrlXJ,489561,1592809,1592808
@AppleSupport @582997 Dayı Türkçe anlıyonuz mu bende de problem var ama ingilizce yok,@582997 We'd be happy to help. Let us know in DM what you're experiencing and we'll get started on this together. https://t.co/GDrqU22YpT,582998,1967417,1967416
"@AppleSupport Apple charger, iPhone 7",@310436 Let's check it out. How are you charging iPhone? Which iPhone model is affected?,310436,798884,798883
@AppleSupport iOS 11 on my iPad mini 2 runs sluggish. Difficult to use Split View as it lags badly :(,"Doing some research? Or planning a trip? Use two apps side by side with Split View on #iPad in iOS 11.
Find out more https://t.co/xYENq32NaQ https://t.co/WYnumSO9lq",458059,1429705,1429688
@AppleSupport Photos to text nil,@195481 Please let us know of any issues you're experiencing since the update. We're happy to help get everything back on track.,195481,333616,333614
@AppleSupport Probably the most stable release is - ios 6....,@313080 We want to help. Which iOS 11 version is your device currently running? We want to make sure that you're running the latest.,313080,810315,810314
"@AppleSupport 2 months, IOS 11.1","@460851 That is not expected, and we want to get to the bottom of that with you. When did this start? Which iOS are you using?",460851,1468452,1468454
@AppleSupport I did and I.T didn’t help CLEARLY.,"@696989 If you haven’t yet, please back up your device and update it to iOS 11.1.2. For more info, check out: https://t.co/4f8hwTn4fE",696989,2801503,2801502
"@AppleSupport watchOS 4.1, iOS 11.1.2 (both latest versions)","@229503 Hey, you worked hard for that achievement so let's see what's going on. First, can you tell us the watchOS version and the iOS version of your companion iPhone? It can take up to 9 days after completing the Activity Challenge to earn the award, so that may be why.",229503,481738,481737
@AppleSupport I wasn’t using it at all today and it stayed at 55%,"@562810 To clarify, were you using the iPad throughout the day and the battery percentage never decreased?",562810,1887014,1887013
"@AppleSupport Tried calling multiple times. ZERO help. Went to the local Apple Store. Useless. 
I need to edit my shipping address. Can you help? Thanks.","@125580 Our Online Sales Support would be best suited to assist you, you can reach them here:   https://t.co/K0222CJgiB",125580,1360164,1360162
"@AppleSupport I restarted my phone and now it's not there anymore, it's not the first time it happens. It's updated to the latest version.",@315611 We want to help out. Can you tell us which steps you've tried so far? This way we won't have you do any steps over again.,315611,821240,821239
"@AppleSupport No, it hasn’t. And FYI, the notification I got for this reply also spilled out.
I’ll try restarting",@632616 Thanks! Has the device been restarted since you noticed this issue?,632616,2152931,2152930
"@AppleSupport Yes it did, 11.0.3",@115868 Let us help with your Home button. Did this issue start right after iOS 11? Which version of iOS 11 are you running?,115868,754,755
@AppleSupport When I updated to 11.0.3 is when I lost functionality. I’ve been to Apple Store and Care wiped phone probs not fixed. Software is messed up,"@358477 We'd be happy to work with you to resolve those issues. Since the initial update, have you been able to update to iOS 11.0.3?",358477,1851016,1851015
@AppleSupport My gripe is not that I don’t know how to return items or anything like that. It is that the colour advertised is very different from the finished product.,@136099 Let's get you assistance on this. Check out our Shopping Help online here: https://t.co/NSXHJ7mLcN,136099,92789,92788
@AppleSupport Done! Thank you.,@223301 That is not expected behavior. DM us so we can better assist you with this: https://t.co/GDrqU22YpT,223301,456155,456154
@AppleSupport Hi Apple Support. Have updated to the latest iOS but no luck with battery :(,"@123517 You're very welcome. The first step to resolving this issue, would be to update the iOS 11.1. https://t.co/80YRnjDFDk",123517,34664,34665
@AppleSupport 11.2,@784250 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,784250,2812569,2812570
"@AppleSupport We tried to turn it on, it shows the Apple sign, gets halfway through and then restarts. We have tried the access menu to reinstall the mac system but won't install.",@250270 Let's find out what's going on and get it resolved. What exactly happened to the Mac?,250270,2291559,2291557
@AppleSupport Never mind. That didn’t work. It’s been sitting with no case on the wireless charger for 5 minutes and counting and still not locked,@400323 Congratulations on your iPhone 8 Plus! This actually might be with the case itself. Does it fit snug or can it be adjusted?,400323,1193000,1192999
