golden_id,customer_text,support_text,customer_id,customer_tweet_id,support_tweet_id,intent,annotation_notes,predicted_intent,confidence,second_intent,second_score,intent_margin
92,@AppleSupport I can’t control music on my iPhone via my Apple watch anymore. It used to show what was currently playing. I could use Siri to play music.,@393632 We'd like to know more about what's occurring on your iPhone. Send us a DM with the link below and we'll continue. https://t.co/GDrqU22YpT,393632,1163221,1163220,services_media,,services_media,0.439618319272995,general_troubleshooting,0.270064115524292,0.169554203748703
93,"@AppleSupport Hi. It’s fine now, thanks. Photos coming in gradually. Must be slow internet. Thanks again.",@503576 Do you use iCloud Photo Library? Was it enabled before you updated?,503576,1648380,1648379,connectivity,,connectivity,0.31053078174591064,services_media,0.30650806427001953,0.004022717475891113
94,@AppleSupport @399487 I think all Apple phones have battery issues. Live with it.,@399487 We want you to have a good experience with the update &amp; want to help. Please send us a DM so we can assist you. https://t.co/GDrqU22YpT,546370,1819170,1819169,battery_charging,,battery_charging,0.4520215094089508,hardware_device,0.3863752484321594,0.06564626097679138
95,@AppleSupport My phone froze. Had to restart to fix. What’s happening after iOS 11 update.,"Introducing the new Control Center in iOS 11. Now customizable.
Learn more https://t.co/fCNsZCyS3P https://t.co/WiFGzhh3AZ",177845,6690,6658,software_update,,software_update,0.43949633836746216,services_media,0.37427347898483276,0.0652228593826294
96,@AppleSupport Just dm you guys,"@470503 Let's look into this together! DM us which device and iOS version you're seeing this issue on, and we'll start from there. https://t.co/GDrqU22YpT",470503,1977179,1977178,general_troubleshooting,,general_troubleshooting,0.3078758120536804,account_access,0.21889224648475647,0.08898356556892395
97,@AppleSupport @703372  https://t.co/0BnZDBvJ9o,"@703372 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6 DM us if you need further assistance. https://t.co/GDrqU22YpT",703373,2455353,2455352,general_troubleshooting,,general_troubleshooting,0.31216490268707275,account_access,0.22087720036506653,0.09128770232200623
98,@AppleSupport The error of “this device is not supported” comes up when prior to the latest update this was not an issue,"@516259 Are you seeing any errors when plugging in your device, or does it seem like it's not recognizing the cable?",516259,1702918,1702919,general_troubleshooting,,general_troubleshooting,0.4221262037754059,services_media,0.4194164574146271,0.0027097463607788086
99,@AppleSupport Where can I see what kills my battery after 3 hours since iOS 11? also the podcast app is virtually unusable in 11. You have lost the plot.,"You can now add more controls to Control Center in iOS 11. Here's a guide. 
Learn more https://t.co/D5hw2gyots https://t.co/cpVyAGxQAg",367717,307416,307332,battery_charging,,services_media,0.4056462049484253,battery_charging,0.35996997356414795,0.045676231384277344
100,@AppleSupport Why does it crash so fucking much? Why is music Ive purchased not available because I dont have apple music? Do you guys purposely poison us,"@526321 We're happy to help. Please share a few details, and we'll get started.",526321,1745548,1745547,services_media,,services_media,0.6444951295852661,software_update,0.42484861612319946,0.21964651346206665
101,"@AppleSupport El iOS 11.0.3 en mi iPhone 6s funciona muy mal , estoy absolutamente disgustado , el teléfono funciona con retardo y poca fluidez","Keep your eyes on the road, not on your #iPhone. Use Do Not Disturb While Driving to limit notifications. https://t.co/CQfnicS7WD",362822,1025684,1025630,hardware_device,,general_troubleshooting,0.4219925105571747,software_update,0.35750114917755127,0.06449136137962341
102,"@AppleSupport I’m not really seeking help, i just want you to know how miserable #ios11 is, #batteryproblem cannot be solved I guess, my file cannot be restored as well, so there is really no way to make my Saturday great again, thanks for nothing",@196315 Thanks for reaching out. We'd like some additional details to help. DM us and we'll continue. https://t.co/GDrqU22YpT,196315,336667,336665,battery_charging,,software_update,0.36236923933029175,services_media,0.3399677872657776,0.02240145206451416
103,"@AppleSupport It's an iPhone 6... and no joke, I can watch the % drop within minutes of it coming off the charge 😕",@325631 We can help. What iPhone model are you using there? When do you notice the battery draining the most?,325631,865944,865943,battery_charging,,general_troubleshooting,0.3183591961860657,hardware_device,0.25997352600097656,0.05838567018508911
104,@AppleSupport Turning off Location Services doesn’t help. Neither does turning off Background App Refresh.,@290057 Let's rule out some possible causes. Does it happen if you disable Background App Refresh?  https://t.co/w2fdi1mcZF,290057,711074,711073,general_troubleshooting,,services_media,0.3165130019187927,connectivity,0.2980787754058838,0.018434226512908936
105,"@AppleSupport The same, Bluetooth is not working",@204181  We want your device working as expected. What's the behavior when you uninstall the app?,204181,372211,372212,connectivity,,services_media,0.28183168172836304,general_troubleshooting,0.2620759606361389,0.01975572109222412
106,@AppleSupport My network is strong and hasn't dropped,"@346407 Are you getting any errors when trying to update in iTunes, or has it stopped completely with no movement?",346407,954195,954194,connectivity,,connectivity,0.3089183568954468,software_update,0.2683309018611908,0.04058745503425598
107,"@AppleSupport @666679 Great question, dont even think of updating ios11. Your device will behave like a piece of crap","@666679 Great question. We're here to help you. Check out this link and scroll down to where it says 'iOS 11 is compatible with these devices.': https://t.co/LVMJqqcDhs
This includes some generations of the iPad Mini. DM us any other questions: https://t.co/GDrqU22YpT",128499,2296194,2296193,software_update,,software_update,0.45745033025741577,general_troubleshooting,0.36796268820762634,0.08948764204978943
108,@AppleSupport It’s just a white screen. It’s updated to 11.0.3,"@340170 We’ve got you covered. What’s happening with your Music app? Also, were you able to update your iOS to 11.0.3?",340170,1052197,1052198,hardware_device,,general_troubleshooting,0.3865928053855896,software_update,0.29738205671310425,0.08921074867248535
109,@AppleSupport @AppleSupport none of these works for my iphone 7 plus. Regret the purchase.,"@375680 Hey, we can help with the battery life. Have you tried the suggestions here?: https://t.co/bivpdfBNJ6",375680,1083941,1083940,general_troubleshooting,,general_troubleshooting,0.35418373346328735,services_media,0.28885647654533386,0.06532725691795349
110,@AppleSupport @432271 Even worse. About every 10 seconds i lose 1%,@432271 We'd like to get to the bottom of what's happening. Please reach out to us in DM and we'll get started. https://t.co/GDrqU22YpT,432272,1338784,1338783,battery_charging,,account_access,0.2883548140525818,general_troubleshooting,0.27401503920555115,0.01433977484703064
111,"@AppleSupport Went to the Apple store and got nowhere. Created most of the tones through iTunes. None work, default ring persists, regardless of which tone set","@730277 Hey, can you tell us some more details on what's going on with the ringtones? Also, were they purchased through the iTunes Store? Let us know some details and we'll do our best to help.",730277,2575319,2575318,services_media,,services_media,0.25623616576194763,general_troubleshooting,0.20166409015655518,0.054572075605392456
112,@AppleSupport I️ did update and it’s still happening,"@444312 Thank you for letting us know. Let's make sure you have a backup, and update to iOS 11.0.3. Let us know if the issue persists.",444312,1394562,1394561,general_troubleshooting,,general_troubleshooting,0.33861446380615234,software_update,0.3314827084541321,0.007131755352020264
113,@AppleSupport i dont have enough storage,"@447309 First, let's go ahead and back up your iPhone and update to the latest iOS 11.0.3. Let us know if the issue persists afterwards.",447309,1408187,1408186,general_troubleshooting,,services_media,0.28851693868637085,general_troubleshooting,0.27596330642700195,0.012553632259368896
114,@AppleSupport This and iPhone 7 Plus https://t.co/d7ln1WIyM9,"@509269 Hi! We'd love to get some additional details about where you're seeing boxes. Also, what type of device are we working with?",509269,1673613,1673612,general_troubleshooting,,general_troubleshooting,0.43428003787994385,software_update,0.3440370559692383,0.09024298191070557
115,@AppleSupport It just kept popping up every time I locked my phone for a few hours. It randomly stopped now tho. On a side note when I play music/podcasts/Spotify the lock screen is usually showing the wrong app (e.g. I’m playing a podcast. Lock screen shows Spotify playing 🤷🏽‍♂️),"@230271 That certainly isn't expected behavior. Let's work towards getting that resolved. Does this happen consistently or just once? Have you restarted your iPhone, and if so, does the keyboard disappear afterwards?",230271,484424,484423,services_media,,services_media,0.41323959827423096,app_issue,0.36658161878585815,0.0466579794883728
116,@AppleSupport I bought it through t-mobile. The associate said I should have it in 2 weeks. This was 09/25/17. Order says won't ship until 10/30/17. 😡,@302579 We are here to help. Let's reach out to our Online Sales team for help with this.  https://t.co/8yjRd1Xo0i,302579,763967,763966,order_purchase,,order_purchase,0.2971048951148987,general_troubleshooting,0.2592093348503113,0.0378955602645874
117,@AppleSupport I know all about the phone but I want to see it in person and try for myself how it works without the home button.,@361778 Hello! Thanks for your interest. Check out this link for more info: https://t.co/COYqvrDnEq Enjoy!,361778,1021680,1021679,order_purchase,,general_troubleshooting,0.3231218755245209,hardware_device,0.20525430142879486,0.11786757409572601
118,"@AppleSupport It’s updated to ios11, and it’s not the apps that are slow. When I type or go to something, things glitch. After yesterday’s update. The phone in general.",@681239 We'll gladly assist. Can we get some details? What apps are slow? What device are you using? Is it updated to iOS 11.1.1?,681239,2358751,2358750,hardware_device,,software_update,0.4394579231739044,app_issue,0.3247585892677307,0.1146993339061737
119,@AppleSupport Messenger last updated 2 days ago. May be that update that has been buggy.,@328228 Let's check for updates to your installed apps in the App Store.,328228,877132,877131,app_issue,,general_troubleshooting,0.3629477024078369,software_update,0.3531365990638733,0.009811103343963623
120,"@AppleSupport Thank you.
Yes, it was connected to WiFi + plugged to the charger.",@732657 Great question! We're happy to help out with questions regarding your iCloud Photo Library. Is your iPad Pro connected to Wi-Fi or cellular when you see this alert?,732657,2585585,2585584,general_troubleshooting,,connectivity,0.17619749903678894,general_troubleshooting,0.11567392200231552,0.06052357703447342
121,"@AppleSupport I just installed the new update, I think it solved the issue. Thanks!",@238856 Have you tried restarting your iPhone since this started happening?,238856,515842,515840,software_update,,services_media,0.3457326889038086,software_update,0.3299340009689331,0.01579868793487549
122,"@AppleSupport Neither. When I say, “hey Siri turn on Bluetooth”",@446430 Let's work on this Bluetooth issue. Does this happen when you try to turn on Bluetooth from the Control center or Settings?,446430,1404074,1404073,connectivity,,general_troubleshooting,0.35251694917678833,connectivity,0.2468348741531372,0.10568207502365112
123,@AppleSupport 🅱️et,"@700480 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards.",700480,2442726,2442725,general_troubleshooting,,general_troubleshooting,0.27619466185569763,account_access,0.15184468030929565,0.12434998154640198
124,@AppleSupport I restarted haven’t gotten the message but I have WiFi turned off,"@629338 Do you currently have any updates for apps downloading? If you restart the iPhone, do you still get that message on Wi-Fi?",629338,2139942,2139941,general_troubleshooting,,general_troubleshooting,0.38085633516311646,connectivity,0.3211084306240082,0.059747904539108276
125,@AppleSupport Since i update to iOS 11.1 the battery runs out very fast On my iPhone 6 before that i havent any problem,@662658 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,662658,2279215,2279214,battery_charging,,battery_charging,0.41420674324035645,software_update,0.33201199769973755,0.0821947455406189
126,@AppleSupport @134114 @453719 Seriously Apple! I believe most of your users know how to perform battery saving tricks! Sort out this iOS!,"@453719 We want you to enjoy the update. We'll help with the battery life. First, try the suggestions here:: https://t.co/bivpdfBNJ6",453720,1437565,1437564,battery_charging,,battery_charging,0.3334348201751709,general_troubleshooting,0.3300018012523651,0.003433018922805786
127,@AppleSupport I tried that first and have done so a few times since. No change,@423588 Often times restarting your device can help to resolve unexpected behaviors. Let's see if that helps.,423588,1299005,1299004,general_troubleshooting,,general_troubleshooting,0.29509812593460083,services_media,0.22939661145210266,0.06570151448249817
128,@AppleSupport  https://t.co/Pum1l3jnAd,"@190289 What version of iOS 11 are you currently running? Also, what other issues are you having?",190289,2008456,2008454,general_troubleshooting,,general_troubleshooting,0.3384321630001068,account_access,0.2484254390001297,0.09000672399997711
129,@AppleSupport Do those settings get synced to iCloud? I set up as new iPhone X. Each time I do I also get my kb shortcuts so something is syncing fr iClou,@483411 Hey there! Let's try resetting the keyboard. Go to Settings &gt; General &gt; Reset &gt; Reset Keyboard Dictionary. Let us know if this helps!,483411,2369462,2369461,account_access,,account_access,0.2863503694534302,general_troubleshooting,0.2282942235469818,0.058056145906448364
130,@AppleSupport I've tried all those steps it still just shows a charging screen,@290625 We'd like to help. Let us know if you've tried the steps here: https://t.co/8MvHMFZ83h,290625,713379,713378,battery_charging,,general_troubleshooting,0.2891615629196167,battery_charging,0.23344950377941132,0.05571205914020538
131,@AppleSupport I have the newest one...version 11.1.1,@700254 We'd love to help. Please let us know which iOS version you're using and we can go from there.,700254,2441801,2441800,general_troubleshooting,,general_troubleshooting,0.32347428798675537,services_media,0.2943280041217804,0.029146283864974976
132,@AppleSupport 11.0.3 on my iPhone. Several apps have stopped working since the update. A message says to let the developer know.,@659600 We'd be happy to look into the issues you're experiencing. Which device and software version are you using?,659600,2266079,2266080,app_issue,,software_update,0.5061324238777161,general_troubleshooting,0.4306720495223999,0.07546037435531616
133,@AppleSupport the other option that i did is itunes&amp;app store-apple id-view apple id-sign in-payment info-then dead end theres no option to select none,"@813656 Are you referring to the payment information attached to your Apple ID, saved in your iCloud Keychain in Safari, or through Apple Pay?",813656,2945673,2945672,billing_payment,,account_access,0.2855861485004425,general_troubleshooting,0.2467905730009079,0.03879557549953461
134,@AppleSupport I don't know it says there's a update and I clicked to get it but it's not working sometimes it says 1h to go,@202411 Hi there. Are you connected to Wi-Fi? Check here for tips: https://t.co/6rYhjnPAcy Which iPad Mini model do you have?,202411,364717,364716,software_update,,services_media,0.3716977536678314,general_troubleshooting,0.3589012324810028,0.012796521186828613
135,"@AppleSupport And I simply can’t access that video with no other app, except from the video app from apple, that only let me play the video, nothing else",@261509 OK. Would you please clarify a bit more for us please? Where did the video in question come from? Which app are you using?,261509,820674,820672,services_media,,services_media,0.4619807004928589,general_troubleshooting,0.35541191697120667,0.10656878352165222
136,@AppleSupport My Apple Music doesn’t function any longer. It freezes. My programs shut down now. Everything just sucks. I️ should have never updated.,@494696 We're here to help with any software issues you may have. Can you provide us with more details?,494696,1757706,1757705,services_media,,services_media,0.6501083374023438,software_update,0.46910423040390015,0.1810041069984436
137,"@AppleSupport Ever since i did the ios 11 update, my iPhone 7 plus doesnt connect to anything with the bluetooth also iPhone shuts off by itself when im on pandora",@540939 We may be able to help. What is happening with your Bluetooth? Let us know to continue.,540939,2281205,2281204,connectivity,,services_media,0.3376805782318115,software_update,0.32901784777641296,0.00866273045539856
138,@AppleSupport I have used every possible way both manually and Using the control center.My Wifi security is WPA is that an issue?,@546009 Are you using the Control Center to connect to Wi-Fi? Learn more about how the newly designed Control Center works in iOS 11: https://t.co/G7BHuQnDS6,546009,2472870,2472869,connectivity,,connectivity,0.2669461965560913,general_troubleshooting,0.2570536434650421,0.009892553091049194
139,"@AppleSupport Some apps the pages won’t refresh, the wheel just keeps spinning. When trying to send pics thru messaging my phone has frozen 5 different times.",@163167 We'd like to look into this with you. Could you let us know what is happening with your iPhone that necessitates needing to restart it?,163167,2757519,2757518,app_issue,,app_issue,0.4105669856071472,software_update,0.37133508920669556,0.03923189640045166
140,@AppleSupport Was able to get it to factory settings from linking to iTunes and doing the factory reset.,@445715 We're here for you. Are you wanting to restore it to factory settings or restore a backup on your iPhone?,445715,1541151,1541150,general_troubleshooting,,services_media,0.4477340877056122,general_troubleshooting,0.29447051882743835,0.15326356887817383
141,@AppleSupport @316512 IPhone 5s,@316512 We'd like to help. What kind of device do you have and are you updated to iOS11.0.3? You can check in Settings &gt; General &gt; About,316513,825113,825112,general_troubleshooting,,general_troubleshooting,0.3580848276615143,account_access,0.3260505497455597,0.03203427791595459
142,"@AppleSupport Thanks, I’m on version 11.0.3",@346600 We're happy to assist. Which iOS 11 version are you currently running? Go to Settings &gt; General &gt; About for the version.,346600,955063,955062,general_troubleshooting,,general_troubleshooting,0.32500743865966797,services_media,0.249197319149971,0.07581011950969696
143,@AppleSupport I think I'm going to skip that one,"@481348 We've recently released iOS 11.1.1, which includes the latest bug fixes and improvements. Let's create a backup and update your iPhone following the steps here: https://t.co/80YRnjDFDk",481348,1557115,1557114,general_troubleshooting,,general_troubleshooting,0.3284434676170349,account_access,0.1846114695072174,0.1438319981098175
144,@AppleSupport I deleted them and tried to download them again but still no luck. I can't download anything at all yet I still have space,@497654 Got it. If you tap the apps do they pause at all?  Also can you delete them and try to download again?,497654,1624979,1624978,app_issue,,services_media,0.38146552443504333,app_issue,0.3327210545539856,0.04874446988105774
145,"@AppleSupport No, but the same email account on my iPad doesn’t do this so I’m assuming it’s localised.",@595463 Are the other email accounts that work from the same email service provider?,595463,2013799,2013798,general_troubleshooting,,general_troubleshooting,0.2704903185367584,account_access,0.21004876494407654,0.060441553592681885
146,"@AppleSupport There is nothing to assist me with... iOS 11’s battery optimisation is shit and that’s all there is to it. Background App Refresh and Raise to Wake are off, 95% of the day at lowest brightness, barely any data usage... and I get 4-5 hours of usage. With data enabled I get like 3.",@666619 We’re here to help. Let’s team up in DM and we’ll do our best to assist you. https://t.co/GDrqU22YpT,666619,2295912,2295911,battery_charging,,battery_charging,0.3451022505760193,connectivity,0.2835943400859833,0.06150791049003601
147,@AppleSupport This how my phone is behaving after IOS11. Freezes frequently. https://t.co/gRO5ia4o8k,@539473 We want you to be able to enjoy the new update. We can help. Send us a DM and we can look into this with you. https://t.co/GDrqU22YpT,539473,1795305,1795304,hardware_device,,software_update,0.41202354431152344,services_media,0.3463883399963379,0.06563520431518555
148,@AppleSupport My LTE works fine but when I connect to WIFI and then leave that location is no longer works. I can make calls and SMS but apps and iMessage no longer work. I have tried all the work-arounds. It is either an iOS issue or a hardware issue,"@717995 We're happy to help with any concerns. Are you have an issue with connecting to your internet? Wi-Fi or cellular? If not, what is the exact issue?",717995,2520775,2520774,connectivity,,connectivity,0.3428856134414673,software_update,0.26538464426994324,0.07750096917152405
149,"@AppleSupport I got past this, reached the terminal option but the the dialogue box where one has to type the new password was blocked - couldn’t type in it",@790411 Let's figure this out together. Did you perform any steps or updates before this happened? Have you tried restarting your Mac since it became stuck on this screen?,790411,2840391,2840390,account_access,,account_access,0.3064115345478058,general_troubleshooting,0.1973050981760025,0.10910643637180328
150,"@AppleSupport I have forgotten the password to the Icloud, the email I signed up with is also Icloud so that is my main issue.","@743095 You'll need the Apple ID and password to get past the Activation Lock. If you're not sure of your Apple ID and password, we'd like to get you over to our Apple ID support. They'll be the best ones to help with this: https://t.co/UJm15vmMM2",743095,2631627,2631626,account_access,,account_access,0.5072422027587891,general_troubleshooting,0.23541466891765594,0.2718275338411331
151,"@AppleSupport It says added to library and has the cloud over to download, when I look in my library it’s not there and after returning to music later on",@753308 We want to help make sure you can enjoy your music. What happens when you try to add a song to a playlist?,753308,2676484,2676483,services_media,,services_media,0.503124475479126,general_troubleshooting,0.24979619681835175,0.25332827866077423
153,@AppleSupport iCloud photos are not missing. it’s the ability to sync with photos from Photos app that has dissapeared,"@239562 Let’s take a closer look into this. First, do you see all of your missing iCloud photos at https://t.co/9bUADNZWPX?",239562,518368,518366,services_media,,account_access,0.31754955649375916,services_media,0.25555986166000366,0.06198969483375549
154,@AppleSupport iPhone 6s+ and I haven't updated to 11 but this has been happening for quite some time now. Last time I updated it wiped my phone so been delaying this one.,@777500 We want to help! What model of iOS device are you using? Do you have the most recent version of iOS 11.1.2 downloaded? https://t.co/GDrqU22YpT,777500,2784590,2784591,software_update,,software_update,0.3654016852378845,connectivity,0.3300073444843292,0.0353943407535553
155,@AppleSupport I have the iPhone 7 Plus and it is iOS 11.0.3,"@343068 Hey, we can look into this together. Which device are you using and what's the iOS device?",343068,940967,940966,general_troubleshooting,,general_troubleshooting,0.3610822558403015,software_update,0.3361111879348755,0.024971067905426025
156,"@AppleSupport No. Haha, I said when the screen is dim. I’ll be talking on the phone and within’ like 10 seconds the screen fades and I have to keep","@199885 Are you referring to auto-brightness? If so, check out the guidance here for how to change this: https://t.co/QGzyuyr5Ra",199885,773533,773532,hardware_device,,general_troubleshooting,0.22430191934108734,battery_charging,0.14725513756275177,0.07704678177833557
157,"@AppleSupport first noticed today, Friday being new music day 😊 running iOS 11.0.3 in UK 🇬🇧  It was there earlier in week I’m sure 😅",@373237 We're happy to look into this with you. Which iOS version is installed on this iPhone? When did you first notice this change?,373237,1073192,1073191,services_media,,services_media,0.3435728847980499,general_troubleshooting,0.2538319230079651,0.08974096179008484
158,@AppleSupport It's happened to my on SoundCloud and Apple Music. iPhone 7,"@817563 We can understand wanting to listen to your music without loud static. Let’s dig a little deeper to see what we can find out. To start, which device are you having the issue with? Which application are you listening to music with?",817563,2962879,2962878,services_media,,services_media,0.45875847339630127,connectivity,0.2793181538581848,0.17944031953811646
159,@AppleSupport Yeah I am. Not sure what I was on before it was iOS 10 of some sort.,@152254 We'd like to help you get back to enjoying your music. Are you on iOS 11.1.2? What iOS version were you on prior?,152254,157789,157788,general_troubleshooting,,general_troubleshooting,0.49010705947875977,software_update,0.38106316328048706,0.1090438961982727
160,"@AppleSupport It just returns me to the login screen. It doesn’t say that the password is incorrect, and I know my login is right because I could",@342723 We'd like to help out with that. What happens when you try to sign in?,342723,939569,939568,account_access,,account_access,0.3931085765361786,general_troubleshooting,0.33742016553878784,0.05568841099739075
161,@AppleSupport You don’t see people timeline bout send a Dm with the issue. FIX YOUR OPERATING SYSTEM!!!,@527702 We can help! Send us a DM with some more information about the issue you're expierencing. https://t.co/GDrqU22YpT,527702,1751432,1751431,general_troubleshooting,,general_troubleshooting,0.4610706567764282,app_issue,0.38296449184417725,0.07810616493225098
162,@AppleSupport I thought maybe using video in Instagram or Snapchat or any other app would be the thing causing settings to change so I checked and it wasn’t that,"@222712 Thanks for letting us know, when did you first start to notice this? We’ll want to look into the details of the iOS software on the iPhone. Please confirm the iOS version number by going to Settings &gt; General &gt; About.",222712,453887,453885,general_troubleshooting,,services_media,0.23742908239364624,general_troubleshooting,0.1892024278640747,0.04822665452957153
163,@AppleSupport Thanks? I guess it’s a temporary fix,@502699 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ,502699,1645086,1645085,general_troubleshooting,,general_troubleshooting,0.34520402550697327,services_media,0.281439870595932,0.06376415491104126
164,"@AppleSupport Hello, Cleaned up the memory, but it did not help",@768332 Does that amount change when you clear the history and website data in Safari? DM us your response here: https://t.co/GDrqU22YpT,768332,2743038,2743037,general_troubleshooting,,services_media,0.41928327083587646,app_issue,0.41072219610214233,0.00856107473373413
165,"@AppleSupport Thanks for responding! Since updating I can’t connect to wifi at all. The toggle is greyed out. Tried the sleep/ side button, also the various resets etc, all to no avail. Really frustrating.",@532652 We expect you to have a great experience with iOS 11. You have our commitment to help! What happens when connecting to Wi-Fi?,532652,1772189,1772188,connectivity,,software_update,0.31552064418792725,connectivity,0.28340280055999756,0.03211784362792969
166,"@AppleSupport Yes it does. I’ve deleted apps, reinstalled them, closed them, restarted my phone, but nothing seems to work. It still slows down, freezes, and crashes",@258012 Thanks for clarifying that for us. Does the iPhone slow down at all before it freezes?,258012,584794,584793,app_issue,,app_issue,0.32969439029693604,software_update,0.2555984854698181,0.07409590482711792
167,@AppleSupport The newest one.  I have an iPhone 7 Plus.  WiFi/lte &amp; it’s still like that.  You’ve had so many complains about it,@386789 We certainly want you to be able to enjoy your Maps app. Let's work to get this resolved. Which version of iOS is installed?,386789,1132175,1132174,connectivity,,connectivity,0.4778439700603485,software_update,0.44332411885261536,0.034519851207733154
168,"@AppleSupport Hmm, I think this is a Twitter app issue. Not iOS11. It doesn’t do it in safari.","@177952 Let's work together to figure it out. To clarify, which version of iOS 11 do you have installed? Also, please provide more details on what's specifically occurring and what you're doing at the time the music is pausing. What app are you using the GIF's in?",177952,2795424,2795423,app_issue,,general_troubleshooting,0.23545068502426147,software_update,0.22749213874340057,0.007958546280860901
169,@AppleSupport Noooo I still see them boxes 😤,@239915 We'd be glad to be of assistance. We have addressed this issue in our recent iOS 11.1.1 update: https://t.co/uQeXsrrlXJ,239915,2429200,2429199,general_troubleshooting,,general_troubleshooting,0.21009434759616852,services_media,0.17296963930130005,0.03712470829486847
170,@AppleSupport So that screen shot I sent you is nothing to worry about?,"@157656 We appreciate that, thank you! Check out our page here for some helpful info: https://t.co/V2QRdtocGo DM us with any questions. https://t.co/GDrqU22YpT",157656,1301886,1301885,general_troubleshooting,,general_troubleshooting,0.30141469836235046,account_access,0.21374718844890594,0.08766750991344452
171,"@AppleSupport It’s not on, it’s not giving me notifications for any app except from text messages and the calendar","@671036 We'll be happy to help with that. To start, can you tell us if this is happening only with notifications sent from one specific application or from them all? Also, is Do Not Disturb enabled on your iPhone? https://t.co/8HnF4Ksats",671036,2923654,2923653,general_troubleshooting,,general_troubleshooting,0.38321155309677124,software_update,0.23601117730140686,0.14720037579536438
172,@AppleSupport That’s the same link you provided in your original response. 0 help Apple. Am I communicating with a Human or AI account?,"@692102 We understand for sure. If you still need help with your Apple ID, we'd recommend contacting our support team. Try out this link for help:  https://t.co/UJm15vmMM2",692102,2406531,2406530,general_troubleshooting,,general_troubleshooting,0.5397343635559082,account_access,0.35411933064460754,0.18561503291130066
173,@AppleSupport Nope I turned the orientation lock off. I checked before I tweeted this. The symbol beside the battery is the Bluetooth.,"@279055 We want you to love iOS 11 as much as we do, and we’ll assist. Do you have orientation lock enabled in Control Center?",279055,2550305,2550303,connectivity,,general_troubleshooting,0.276252418756485,connectivity,0.22889041900634766,0.04736199975013733
174,@AppleSupport @477011 When someone apps me than i get a Some soort of zoem noise after mij normaal sound is this becouse the iOS 11.1 update????,"@477011 We recently released iOS 11.1. Let's try updating after backing up with our steps here: https://t.co/6p9Tcj51N4
DM your results https://t.co/GDrqU22YpT",477012,1538845,1538844,hardware_device,,software_update,0.3397906720638275,services_media,0.3158196806907654,0.023970991373062134
175,@AppleSupport 11.1 and it happens when using twitter and Instagram and a few others,@674148 We'd like to help. Which iOS version are you currently using and which app are you using to play music? Does this happen with or without headphones?,674148,2341835,2341834,app_issue,,general_troubleshooting,0.3257412314414978,services_media,0.27334508299827576,0.052396148443222046
176,@AppleSupport Oh wow! a workaround for something that broke which was totally fine until it was screwed up. Nice! Safe to say ios11 needs to be sunsetted,@159626 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ https://t.co/GDrqU22YpT,159626,185505,185504,software_update,,software_update,0.474793016910553,general_troubleshooting,0.43950507044792175,0.035287946462631226
177,@AppleSupport Thanks. Couldn’t get the erase button in iTunes. But set it to erase in iCloud. Left it pending. Will try recovery mode when Back w client,"@166022 Let's help you regain access. In this scenario, check out: https://t.co/F1QfwW1u1N",166022,211171,211172,account_access,,services_media,0.29201623797416687,account_access,0.24765586853027344,0.04436036944389343
178,"@AppleSupport IOS 11.1.1, my battery is reducing really quickly","@669162 We're here to help. What issues are you noticing with your iPhone? Also, under Settings &gt; General &gt; About, what version of iOS are you on?",669162,2306622,2306621,battery_charging,,battery_charging,0.3881549835205078,software_update,0.2607787251472473,0.1273762583732605
179,@AppleSupport verifying emails is all that comes up.  won't allow anything else,@190042 We are happy to help. What do you currently have on the screen of your iPhone? Please reply with a DM. https://t.co/GDrqU22YpT,190042,752184,752183,account_access,,general_troubleshooting,0.37560003995895386,account_access,0.300270140171051,0.07532989978790283
180,@AppleSupport the problem is still occurring after updating to the most recent IOS update,@154028 Great. Please keep us posted on the results.,154028,164195,164194,software_update,,software_update,0.42342352867126465,services_media,0.32508811354637146,0.09833541512489319
181,@AppleSupport I have updated to 11.0.2. I have been religiously updating apps but it feels like even when not in apps it’s hanging and freezing with reset,"@184518 Let us help out. Tell us which version of iOS 11 in Settings &gt; General &gt; About. Also, are there any App Store updates available?",184518,287504,287503,software_update,,software_update,0.4564574360847473,app_issue,0.45243775844573975,0.004019677639007568
182,@AppleSupport Some are downloaded some are streamed. It’s not playing when I’m connected to WiFi nor when I’m on cellular,"@150971 Are the songs you're playing downloaded to your iPhone or are you streaming them? If you're streaming, are you connected to Wi-Fi or cellular data?",150971,152889,152888,services_media,,services_media,0.47505122423171997,connectivity,0.34647881984710693,0.12857240438461304
183,@AppleSupport 11.1 - and it hasn't made anything better than the last dodgy IOS 11 versions that were released.,@407124 We can help out. What iOS version are you currently on?,407124,1679138,1679137,software_update,,software_update,0.4363735318183899,general_troubleshooting,0.43387269973754883,0.0025008320808410645
