customer_text,support_text,customer_id,customer_tweet_id,support_tweet_id,intent,annotation_notes
"@AppleSupport So you explain us that the Control Center is no longer a short cut: more manipulations than ever
#Apple is now stupid, It’s #Official #IOS11","@373453 Bluetooth &amp; Wi-Fi reconnect at 5am daily, as well as the other reasons listed in the article. You can turn them off in Settings.",373453,1074234,1074233,,
"@AppleSupport Yeah, that didn’t help",@357356 Thanks for connecting with us. Let us know if this helps: https://t.co/OWRDHWSt4h,357356,1002750,1002749,,
"@AppleSupport I have forgotten the password to the Icloud, the email I signed up with is also Icloud so that is my main issue.","@743095 You'll need the Apple ID and password to get past the Activation Lock. If you're not sure of your Apple ID and password, we'd like to get you over to our Apple ID support. They'll be the best ones to help with this: https://t.co/UJm15vmMM2",743095,2631627,2631626,,
@AppleSupport If it important update for iOS 11 then the reason must be mentioned...,"@240583 We'd love to answer any questions that you have about the update! This update is for all iPhone models 5s and up. There is a device specific update for iPhone X, however, this update is for any iPhone capable of running iOS 11.

DM us if you have more questions.",240583,522115,522114,,
@AppleSupport My Snapchat will shut itself off and take me back to my home screen and sometimes the touch screen won’t work at all and I have to reset,@526774 We want to help. Can you tell us more about what you are experiencing?,526774,1747415,1747414,,
@AppleSupport Thanks. Kindly guide me with the steps.,"@502931 Got it. Meet up with us in Direct Message. We'd like to continue running through some steps to resolve this, in there. https://t.co/GDrqU22YpT",502931,1795729,1795728,,
@AppleSupport Am I ever going to get a response? My computer is getting to be almost unusable after installing Sierra.,@144220 We’re happy to help with any complications you’re experiencing. Let us know more details via a DM. We’ll keep moving from there. https://t.co/GDrqU22YpT,144220,1821757,1821758,,
@AppleSupport I’ve searched msg boards and have found my challenge to be common complaint. Troubleshooting is to no avail - please push an update to 11.1.2. Location services is running constant - only way to prevent is to block all together &amp; wifi turns on w/o request &amp; not on known networks,"@275669 We'll gladly work together with you on this. Which iOS version is currently installed? Also, can you provide us with more details about what you're experiencing? DM us your response. https://t.co/GDrqU22YpT",275669,654400,654399,,
@AppleSupport Correct and the screen is scrambling,@554238 Is the iPhone unable to respond when you tap on it? We just want to be sure we know exactly what is happening.,554238,1851791,1851792,,
"@AppleSupport The workout app randomly pauses workouts, what must happen?",Back-to-back workouts? Bring it on. Here's how to quickly switch from one workout type to the next on #AppleWatch. https://t.co/71WPsSrfcm,275092,652213,652217,,
"@AppleSupport Will do, thanks","@342631 Got it. If installed apps are becoming unresponsive or unexpectedly closing, we suggest following this article: https://t.co/fUZ0NRJxcn

Let us know if you have any questions.",342631,939172,939171,,
"@AppleSupport I’ve got a Series 3 watch (cellular), running watchOS 4.1.",@631965 We'd like to lend a hand to see how we can help over Twitter. Which Apple Watch model do you have and what's the watchOS on it?,631965,2150293,2150292,,
@AppleSupport My LTE works fine but when I connect to WIFI and then leave that location is no longer works. I can make calls and SMS but apps and iMessage no longer work. I have tried all the work-arounds. It is either an iOS issue or a hardware issue,"@717995 We're happy to help with any concerns. Are you have an issue with connecting to your internet? Wi-Fi or cellular? If not, what is the exact issue?",717995,2520775,2520774,,
"@AppleSupport This is what movies anywhere settings look like, I dont have those settings, that is why I can't connect or disconnect my itunes account https://t.co/ylONULiI1L",@164026 Take a look at this and see if this is useful to you: https://t.co/Ohh3kjdOhO,164026,1192069,1192065,,
"@AppleSupport Thank you! I’ll for sure let you know. I got mine right away but his hasn’t showed, the instructions do help!",@153601 Thanks for reaching out to us about this. It can take up to 9 days for an achievement to appear. This link has more info: https://t.co/xwf6lrIgzJ Let us know if it hasn't arrived after 9 days.,153601,162770,162769,,
@AppleSupport Yea i am doing that “I️” &lt;— workaround. But it sucks. Fix it.,@526144 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,526144,1744801,1744800,,
"@AppleSupport It really doesn’t matter. It’s a 6S with the latest, but I’ve had 4 iPhones in like 5years due to each one being possessed by the devil",@414407 Let's work to resolve this together. Which version of iOS is installed currently and what iPhone do you have?,414407,1530014,1530013,,
@AppleSupport @486447 this is what I was trying to explain,@486446 This article here can help with that https://t.co/xU1AGHStV6 Please DM us if the issue continues. https://t.co/GDrqU22YpT,486446,1579826,1579825,,
@AppleSupport 11.0.1,@127929 We know keyboard funtionality is important and want to help. Which iOS version is installed?,127929,52961,52960,,
@AppleSupport @592265 Just tell me@how I can backdate to precious upgrade. Upgrading to OS11 was worst thing I’ve done! Too much @115858 👺👃 and lack of my privacy,"@592265 Let us know via DM which iPhone you're having this issue with, then we can take a look at it with you from there. https://t.co/GDrqU22YpT",592270,2002935,2002933,,
"@AppleSupport Hi, yes I am.",@358324 OK. No problem. Can you confirm if you are running the latest iOS? (11.0.3),358324,1026287,1026286,,
"@AppleSupport It stills shows 4G, but apps shows connecting and data isn't https://t.co/6SIZMoIX8j all works fine","@646860 Got it. When it stops working, does your iPhone display “Searching” or “No Service”?",646860,2213390,2213389,,
"@AppleSupport iPhone SE, I’ll try restarting it",@465984 We’ll do everything we can to help. Which iPhone model are you using? Do you see the same message after restarting the iPhone?,465984,1489618,1489617,,
@AppleSupport My iPad Air. My daughter likes to rotate her apps every week and now she can’t find them.,@342625 We're happy to help. On which device are you looking for your app library?,342625,939129,939128,,
@AppleSupport hi it still didn’t help. it said cannot be back up due to storage full but i just upgraded. you can refer the picture https://t.co/EdpqWdpnva,@489252 Hi there. Check out this article for issue backing up via iCloud: https://t.co/Lr8zUtw9ls Let us know if this helps.,489252,1591510,1591509,,
"@AppleSupport Thank you for understanding what i mean. iMessage normally on ipad air, this happen on iOS 11.0 on iphone 7+ and little on iphone 5 10.3.3",@216888 That is a great video! Are you only experiencing this slowness while using the Messages app? Which iOS version are you using?,216888,428379,428378,,
@AppleSupport Make that 2 hours now. #switchingToAndroid😡,@437258 DM us and we'll double check on what we can do to help you. https://t.co/GDrqU22YpT,437258,1362561,1362560,,
"@AppleSupport Gracias, los amo.",@406494 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,406494,1221007,1221006,,
"@AppleSupport Just updated to 11.1.1, battery doesn’t seem much better. I just want to know that Apple is looking into a fix for this. Tired of my Apple products aging so terribly, haven’t even had this phone for a year.","@667164 Let's look into this. Is this on the latest update, iOS 11.1.1?https://t.co/80YRnjDFDk Have you checked the App Store for an update to your GPS app?",667164,2298345,2298344,,
"@AppleSupport No error, just a blank page",@389327 Thanks for bringing this to our attention. We'll do everything that we can to assist you with the Notes app. Are you receiving an error message when trying to open Notes?,389327,2849192,2849194,,
@AppleSupport It’s the whole phone. I’m following you so you can answer by dm,"@305232 We're here to help. Is it an app or two that's slow, or is it the whole iPhone? Let us know in DM and we'll get started! https://t.co/GDrqU22YpT",305232,775253,775254,,
@AppleSupport who is there,@155293 We'd like to investigate further with you. Send us a DM and we can go from there. https://t.co/GDrqU22YpT,155293,168849,168841,,
@AppleSupport The money was taken from my account so I would LOVE to be able to listen the the album on the way to work,@375995 We'd be happy to help. Here's a link with more information on redownloading purchases: https://t.co/I39AyMJNgb,375995,2273999,2274000,,
@AppleSupport Hi! I have a 5S and I recently updated to 11.0.2. Can’t make calls as earpiece isn’t o,@335044 We'd love to help with your iPhone. Which iPhone do you have &amp; what exact version of iOS is installed currently?,335044,905818,905816,,
"@AppleSupport Hi, yes that’s right - am on iOS11.0.3 and latest WhatsApp version. Already tried uninstalling, rebooting then reinstalling app.",@286526 We'd be happy to review this for you. Are you experiencing this issue on the latest version of iOS 11.0.3?,286526,1353998,1353997,,
"@AppleSupport I let the battery drop below 10%. Low battery mode is off, phone has had a reboot, still can’t use flashlight.","@184055 If this happens again, take notice if Low Power mode enables under Settings &gt; Battery: https://t.co/VtbR4hS4qv",184055,285681,285680,,
@AppleSupport Yeah it’s like the sound of turn up or turn down the music. Its weird I know but it’s drive me crazy,@174554 We'd like to see if we can help. Is the sound you're hearing different from in Settings &gt; Notifications?,174554,246525,246526,,
"@AppleSupport No, but the same email account on my iPad doesn’t do this so I’m assuming it’s localised.",@595463 Are the other email accounts that work from the same email service provider?,595463,2013799,2013798,,
@AppleSupport iPhone 7 Plus iOS 11.0.3,"@224493 Let's look into this together. Which device are you experiencing this on, and which software version is it running?",224493,1099722,1099721,,
"@AppleSupport As it seems to be a widespread problem, perhaps you can tell me by public message.",@142155 Thanks for reaching out to us. We'd like to work closely with you and get your iPhone working properly. Please join us in DM and we'll get started. https://t.co/GDrqU22YpT,142155,117939,117938,,
@AppleSupport Thank you for replying to me. I just installed iOS 11.0.3. My device is iPhone 7.,@339645 We’d be happy to help. Which device and version of iOS 11 are you using? Check Settings &gt; General &gt; About to find out.,339645,925547,925545,,
@AppleSupport Where can I see what kills my battery after 3 hours since iOS 11? also the podcast app is virtually unusable in 11. You have lost the plot.,"You can now add more controls to Control Center in iOS 11. Here's a guide. 
Learn more https://t.co/D5hw2gyots https://t.co/cpVyAGxQAg",367717,307416,307332,,
"@AppleSupport I accidentally restored my new iPhone 8 to a configuration of an old one from 2016 via iTunes. So now I have erased the phone and started from the beginning. How should I proceded next time I connect it with my Mac? Should I choose ""new iPhone"" intead restore, right?",@664377 We'd like to do all we can to help you. Can you let us know what exactly is going on?,664377,2286444,2286445,,
@AppleSupport No it’s everything this reply I type and the phone catches up in 20 seconds and just goes - it’s so bad,@154184 We'd like to hear more about what's going on. Let us know in DM if you've noticed this issue with any apps in particular. https://t.co/GDrqU22YpT,154184,1021153,1021155,,
@AppleSupport 7 and video/audio quality is choppy no matter what the connection is,@548341 We know how important FaceTime is and we'd like to help look into this. What device was this on and what trouble were you seeing with FaceTime?,548341,2414297,2414296,,
@AppleSupport About a week.. and 11.1.1,@461025 We'd like to see if we can't help speed things up. When did you see this start to happen? What version of iOS are you currently running?,461025,2975689,2975688,,
"@AppleSupport iPhone 7 Plus, less than a day, drains so fast than earlier, kind of after the iOS11 update.",@443190 We can help. Which iPhone do you own? How long does a full charge last?,443190,1389304,1389307,,
@AppleSupport Yes i am,"@572900 We rely on Contacts and Apple Music ourselves to stay in contact with family and friends and to rock out, so we're right there with you. Are you signed into your Apple ID in Settings and in Settings &gt; iTunes &amp; App Store? Is iCloud Music Library on in Settings &gt; Music?",572900,1924729,1924728,,
@AppleSupport I already did DM you. There isn’t a solution for it. Please add it to the next update. :),@782215 Thank you for the clarification. Let's take a closer look into this together. Join us in a DM by selecting the following link and we'll continue there. https://t.co/GDrqU22YpT,782215,2804395,2804394,,
"@AppleSupport 11.0.2, which I installed yesterday afternoon. I’ve done a hard reset to see if that did anything, but nothing 🙁",@186008 We'd be happy to help with your notifications and battery! Which version of iOS is running in Settings &gt; General &gt; About?,186008,293832,293831,,
@AppleSupport Nope it’s off,@739938 Thanks for the follow up. Let's continue. Do you have larger text enabled under Settings &gt; General &gt; Accessibility?,739938,2773239,2773238,,
@AppleSupport IPhone 7 Plus And iOS 11.0.3,"@299222 Thanks for that info. Which device are you experiencing this on, and which software version is it running?",299222,749784,749783,,
@AppleSupport  https://t.co/y3DXT6prdD,@257658 We'd like to help further. Did following the steps in the article we sent temporarily resolve the issue?,257658,1146691,1146690,,
@AppleSupport It does this . https://t.co/yDFCP2b6N9,@284303 We'd like to help with any issues you're experiencing. Is there currently any sign of charge or activity from your iPad? What happens when it's connected to different charging cables and wall adapters? Here's a guide to help: https://t.co/8MvHMFZ83h,284303,2771784,2771779,,
@AppleSupport Some are downloaded some are streamed. It’s not playing when I’m connected to WiFi nor when I’m on cellular,"@150971 Are the songs you're playing downloaded to your iPhone or are you streaming them? If you're streaming, are you connected to Wi-Fi or cellular data?",150971,152889,152888,,
@AppleSupport I did so.,@129182 We want to help.  Send us a DM letting us know which country you are located in to start. https://t.co/GDrqU22YpT,129182,1071222,1071221,,
@AppleSupport How in the world do I close apps,"Lookin' good just got better. Here's how to take great selfies with Portrait Lighting on iPhone X. 

Learn more: https://t.co/3kGLP76uWa https://t.co/U6gZBSMJQA",278220,162753,162746,,
@AppleSupport so you want me to do the things i’ve already done? how come everyone i know with a 6s or older’s phone is dying so much faster,@536819 We want to help. Have you tried the steps here? https://t.co/bivpdfBNJ6,536819,1786845,1786844,,
"@AppleSupport Ahhhh, thank you! Apparently I don’t know my own finger strength. Ha!",@123527 Glad to help! It sounds like the 3D Touch menu is popping up to share the app. Making apps wiggle for deletion requires a very light touch and steady finger. Hold it on the app using no pressure. Here's a guide with more info: https://t.co/bNH7gNvF9e,123527,2484338,2484337,,
@AppleSupport Thanks a lot for all your help. Problem is solved. Proud i Phone user,@138196 Thank you for the photos. We received your DM and will continue to work with you there.,138196,1684347,1684345,,
"@AppleSupport 11.1.2 , I’ve turned off the background usage and automatic updates. Still draining the battery",@148888 We want to help get your phone working as it should. Which version of iOS 11 is running on your device?,148888,145159,145158,,
"@AppleSupport The feedback clicks all play in sequence when it wakes, so at some level it’s perceiving the switch change and queueing the new state","@433778 Just to confirm, was that 11.0.3? Also, how often was this occurring? Is it every time the iPhone sleeps or does it come and go?",433778,1345663,1345660,,
"@AppleSupport Yes, it went from not connecting at all to only playing Apple Music (rather than Spotify of podcasts)",@147531 Let's figure this out. What's happening when you try to connect? Have you restarted your iPhone since this began?,147531,1099656,1099660,,
@AppleSupport I think I'm going to skip that one,"@481348 We've recently released iOS 11.1.1, which includes the latest bug fixes and improvements. Let's create a backup and update your iPhone following the steps here: https://t.co/80YRnjDFDk",481348,1557115,1557114,,
@AppleSupport it’s 11.1.1,@154028 Got it. Please tell us which version of iOS you have installed on your iPhone. You'll see this in Settings &gt; General &gt; About.,154028,164189,164188,,
@AppleSupport iOS 11.0.3 is installed. https://t.co/9VlJG5yNJT,"@698529 Thank you for clarifying. Does your iPhone have iOS 11 installed, or is an older version still in use?",698529,2434240,2434239,,
"@AppleSupport Phone loading photos again, but losing battery fast just as doc told me he’s in rough shape but stable. What a night. Full backup tonight.","@374948 We know how important your photos are, so we'd like to look into this with you. Can you please message us in DM? https://t.co/GDrqU22YpT",374948,1080756,1080757,,
@AppleSupport But for some reason... my watch will randomly display images they aren’t supposed to! Like these random images. When I touch the screen on my watch the images don’t cycle through again - it cycles only the favorites in the folder. https://t.co/YEybMkX1Js,@532834 Let's look at this together. Which software version are you using?,532834,1772859,1772857,,
"@AppleSupport Yes when I screen record a video off of Twitter or Instagram, when I go back to the video in my gallery the audio from the video cuts off in 10secs",@806810 The article we provided is about screen recording.  Is that what you are doing?,806810,2914659,2914658,,
"@AppleSupport Thank you but please refer to my original tweet.

I was requesting that a calculator be added to the iPad control panel. 

Attached, an excerpt from your attached help page - see marked section. https://t.co/nYr7aoVFak",@267017 We'd like to help! Check out this article for guidance: https://t.co/vodH4madjc,267017,2680286,2680285,,
@AppleSupport Tell me how to roll back the last major update to my phone. It worked back then,@317397 We'll be happy to look into this. DM us and we'll go from there. https://t.co/GDrqU22YpT,317397,1773215,1773214,,
@AppleSupport I phone 7 with 11.0.3,@526318 Let's help get this accessory working again for you. Which iPhone do you have &amp; what version of iOS is installed?,526318,1745533,1745532,,
@AppleSupport Thank you for quick answer! I just sent you a DM explaining it 😄,@536372 Hello there. We'd like to help. Please DM us with more details and we'll go from there. https://t.co/GDrqU22YpT,536372,1785234,1785233,,
@AppleSupport Why is Messages in the background for this long? What’s up with that?,"@603037 Are you having issues with your iOS battery? If so, these steps can help: https://t.co/bivpdfBNJ6 DM us if needed. https://t.co/GDrqU22YpT",603037,2039480,2039479,,
"@AppleSupport Yes I know, I’ve been able to do that then it stopped working &amp; I’m not sure why","@135074 Thanks for clarifying this. When you see ""No Service"" it means your iPhone can't connect to your cellular providers network. You should have the option to send and receive iMessages via Wi-Fi if you don't have access to the cellular network.",135074,87167,87166,,
@AppleSupport I managed to re-add but the issue persists. It does not show any email. I'm on iPhone 6 iOS 11.1,"@450139 We'd like to look into why you can't re-add your email. To start, can you let us know which iPhone and iOS version you're using?",450139,1420123,1420122,,
"@AppleSupport yes.. once i just press the home button to see the time., the wifi turns on in the phone automatically.","@171699 It sounds like you're saying that your Wi-Fi is back on in the morning even though you turned it off at night, right?",171699,233934,233938,,
@AppleSupport I called in and they were very very helpful. All is solved. But updated instructions online would be nice.,@348088 For iOS 11.0.3 go to Settings &gt; your name &gt; Password &amp; Security. DM us if that doesn't help and we'll continue with you there. https://t.co/GDrqU22YpT,348088,961128,961127,,
"@AppleSupport I can’t be sure, I only FaceTime 1 person.","@672691 OK, perfect! Is this happening with only one contact or does it happen with all contacts?",672691,2321343,2321342,,
@AppleSupport What next after hitting this wall? https://t.co/1Z0cPXpMlb,@268858 We advise to contact our Account Security experts in phone support in order to help more directly with this problem. You can reach them by going to: https://t.co/UJm15vmMM2,268858,2900379,2900378,,
@AppleSupport 😊,@292076 Hi there. We've received your DM and we'll continue there.,292076,1778412,1778411,,
"@AppleSupport My iPhone and MacBook, I can see other ones just not ones tailored to me",@309312 Which device are you using for your music? Do you see other playlists on your device?,309312,793981,793980,,
"@AppleSupport Toronto, Ontario, Canada.",@201500 We're happy to assist. What country are you currently located in?,201500,361077,361076,,
"@AppleSupport Appears to be an issue with iCloud preferences. It asks for password which I provide, then sends me verification code, but no box provided.",@741580 Let's get you back to being productive with your emails. Do you use iCloud for your work email?,741580,2625360,2625358,,
"@AppleSupport Yep still does it, my screen jumps too occasionally when opening and closing apps 😕",@814289 We’re happy to look into this further with you. Let us know if the issue persists after you restart your iPhone following these steps: https://t.co/OWRDHWSt4h,814289,2948393,2948392,,
"@AppleSupport Yes, mostly within google maps and Snapchat",@437427 Where are you typically seeing the freezing? Is it within certain apps?,437427,1363269,1363268,,
@AppleSupport I sent a PM,"@540418 To clarify, you are trying to add your Google account to Calendar on your Apple device, correct? https://t.co/GDrqU22YpT",540418,1798577,1798576,,
@AppleSupport Hi my Applecare Case Number: 100305643295 The defective iPhone 5s phone was reported to the side to be replaced with the new one because it was not possible to repair it. But there is no improvement.Good job if you help me .. good work,@458261 Let us know how we can help. Tell us more about what is happening there.,458261,1457395,1457394,,
@AppleSupport oh it happened again few minutes ago when i wasn’t even using my phone,@172543 We’d like to help get you back to enjoying your iPhone. Does this only happen when you're using certain apps?,172543,237457,237456,,
"@AppleSupport No, Att says they are waiting in on Apple.",@201773 Thanks for reaching out to us for support. Was this an order placed on the Apple website?,201773,362083,362082,,
"@AppleSupport I've spent my whole day at your woodfield &amp; oakbrook apple locations, as well as put in my CC info and still don't have a working phone...",@398649 We can understand needing access to your iPhone and we'd like to get it working right again. Please DM us here: https://t.co/GDrqU22YpT,398649,2464424,1185061,,
@AppleSupport DM has been sent .,"@526654 We can figure this out. Meet us in DM with your iPhone model, please. https://t.co/GDrqU22YpT",526654,1746925,1746924,,
"@AppleSupport And I simply can’t access that video with no other app, except from the video app from apple, that only let me play the video, nothing else",@261509 OK. Would you please clarify a bit more for us please? Where did the video in question come from? Which app are you using?,261509,820674,820672,,
@AppleSupport @476798 Help me too. This is ass!,@476798 We want to help you get things working smoothly. Send us a DM and we'll continue from there. https://t.co/GDrqU22YpT,476799,1538037,1538036,,
@AppleSupport Mainly iMessage but also Facebook Messenger. I would say it is laggin 75% of the time.,"@770585 Great, thanks! We understand the importance of the keyboard responding like you expect it to, and we're committed to helping. Does the behavior seem to occur in any particular apps or apps? Does it occur off and on, or does it always perform the same?",770585,2752682,2752681,,
"@AppleSupport Actually have it set to go off after 2 minutes.   After setting timer via Siri, it stayed on for 19 minutes before I noticed. https://t.co/pyK362a2zQ","@134128 Thanks for clarifying this for us. Just to double check, do you have the screen set to sleep after 5 minutes still?",134128,1871685,1871686,,
@AppleSupport Since high Sierra upgrade. Similar set up works fine under Sierra. Clean install.,"@505213 Thanks for reaching out to us for support. When you have a free moment, please tell us when you first encountered this issue.",505213,1655489,1655488,,
"@AppleSupport I was expecting them to sync, either via iTunes Match or on iBooks. Ones purchases through iTunes seem to appear in ibooks but others don't",@711720 You're welcome! Are you attempting to add the same audiobooks to your iPhone from your computer?,711720,2493135,2493137,,
"@AppleSupport first noticed today, Friday being new music day 😊 running iOS 11.0.3 in UK 🇬🇧  It was there earlier in week I’m sure 😅",@373237 We're happy to look into this with you. Which iOS version is installed on this iPhone? When did you first notice this change?,373237,1073192,1073191,,
"@AppleSupport Ever since I upgraded my phone doesn’t work, the alarm doesn’t work and it freezes all the time so I have to restart several times a day.",@444299 Hi. Tell us more about the issues you're having and we'll do what we can to help.,444299,1394497,1394496,,
@AppleSupport Tried that. Didn’t work. Now I️t is happening for various words. Randomly.,@497977 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,497977,1626242,1626241,,
"@AppleSupport I’ve done both. In iTunes it wasn’t there at all, it just said purchased. Thank you for replying.",@223857 Are you currently in the iTunes Store app or are you inside the Music app? If in the iTunes Store then you'll want to look up the album in the Music app.,223857,458393,458391,,
@AppleSupport I have 11.0.2. I think I may but I tend to get my gifs from the internet,@769545 Which version of iOS 11 is currently installed on the iPhone? Do you utilize any third party applications for your keyboard or for GIF's in general?,769545,2748386,2748385,,
"@AppleSupport @277833 Yeah, let's just update it some more. 😂😂",@277833 We want you to have a reliable iPhone. Have you tried backing up and updating to iOS 11.0.2 to see if that helps?,277834,662426,662425,,
@AppleSupport I need to leave group texts,"Introducing the new Control Center in iOS 11. Now customizable.
Learn more https://t.co/fCNsZCyS3P https://t.co/WiFGzhh3AZ",193646,6791,6658,,
"@AppleSupport Tried several times, but it still persists ! Can you help ?",@265342 Hey there. We want your device to work as expected. Let's see what we can do to fix this. Have you tried restarting with these steps: https://t.co/OWRDHWSt4h Let us know if this helps.,265342,611287,611288,,
"@AppleSupport Yep, just those apps so far. Happened while phone was unlocked.",@595262 We're happy to work with you. Does this only happen with the apps in the screenshot? Please send us a DM with more info. https://t.co/GDrqU22YpT,595262,2013134,2013133,,
"@AppleSupport @230810 Wow, what service!  I hope my DM gets such special attention. ;)",@230810 Do you want us to take a look at what's going on? Send us a DM and we'll do our best to get to the bottom of what's happening. https://t.co/GDrqU22YpT,549297,690434,690429,,
@AppleSupport Thank you will do it now,"@161543 Gotcha. Let's work together via DM. Please click here to continue, then share your iOS version (Settings &gt; General &gt; About): https://t.co/GDrqU22YpT",161543,193689,193688,,
@AppleSupport Oh wow! a workaround for something that broke which was totally fine until it was screwed up. Nice! Safe to say ios11 needs to be sunsetted,@159626 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/uQeXsrrlXJ https://t.co/GDrqU22YpT,159626,185505,185504,,
"@AppleSupport I updated yesterday and legit no app is working properly. I’ve reset my phone, even reset all content. Still extremely slow",@497966 Let's jump on this together. How long ago did you update your device?,497966,1626197,1626196,,
"@AppleSupport sure, I press the button and currently nothing happens (iTunes is open, ready 2 play). Or it pauses the Twitch stream I’m watching.","@301550 We're happy to help. Please let us know more about the issue. For example, is this a keyboard button, or a button in an app, etc.",301550,759834,759836,,
@AppleSupport You've helped me with this before with the last iOS update!,@221219 Send us a DM and let us know more details. We'll be happy to work on it with you.,221219,448363,448362,,
@AppleSupport It's all good I'm at @32019 in Apple getting everything covered now,"@739039 We're here for you. If your iPhone is disabled, you'll find assistance at the following link: https://t.co/F1QfwW1u1N

Let us know if this helps out and we'll go from there.",739039,2614303,2614302,,
@AppleSupport @703372  https://t.co/0BnZDBvJ9o,"@703372 iOS 11.1.1 was recently released and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6 DM us if you need further assistance. https://t.co/GDrqU22YpT",703373,2455353,2455352,,
@AppleSupport PERFECT! I AM SO THANKFUL! ♥️ Happy customer here!,@509263 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,509263,1673592,1673591,,
@AppleSupport It’s all fixed! Thanks for contacting me 😀,"@774813 We'd love to help and look into this with you. It sounds like your Voicemails are missing since a recent update, is that correct? To ensure we're on the same page, which device and version of iOS are you using?",774813,2771892,2771891,,
@AppleSupport It’s just a white screen. It’s updated to 11.0.3,"@340170 We’ve got you covered. What’s happening with your Music app? Also, were you able to update your iOS to 11.0.3?",340170,1052197,1052198,,
@AppleSupport 11.0.2 version is not properly work in iPhone 6 and not work Facebook app properly,"Switching between apps a lot? 

With Slide Over in iOS 11 you can quickly open a new app on #iPad, without leaving the one you're in. https://t.co/RtCJNfzOqJ",279774,235263,235261,,
@AppleSupport Updated all apps I can. Restarted the phone several times.,"@261196 Let's help. Since updating iOS, have you also updated your apps? Next, does restarting return the notifications to normal?",261196,1450876,595849,,
"@AppleSupport IOS 11.1.1, my battery is reducing really quickly","@669162 We're here to help. What issues are you noticing with your iPhone? Also, under Settings &gt; General &gt; About, what version of iOS are you on?",669162,2306622,2306621,,
@AppleSupport Ever dot build did not make it better,@558999 We're here to help with all issues. What's happening with it after updating and which model do you have? Tried any steps?,558999,1871930,1871925,,
@AppleSupport  https://t.co/9KCqUxjyK7,@770206 We'd love to help with your screen trouble! Could you describe a bit about the glitch you're experiencing?,770206,2751123,2751121,,
"@AppleSupport Rotation freezes on iPad mini. Home button press when locked freeze sometimes on iPhone 8, works after 7 Presse or so.general freeze on iPhone 8 sometimes at home https://t.co/Qc0biGdbBH app forgets video recording resolution setting. Latest iOS.",@754888 We want to help. What happens with iOS 11? Tell us more.,754888,2683941,2683939,,
@AppleSupport Do you have the UK contact details please?,@431470 Our online store team can help check into that with you. You can reach them here to get started:  https://t.co/8yjRd1Xo0i,431470,1335219,1335218,,
@AppleSupport How about having every iOS update not break everything in the first place? I regret ever updating to #ios11 this is terrible.,"@237554 If this only happens in third-party apps, &amp; there are no updates available, you'll want to reach out to the app developer.",237554,1721847,1721846,,
"@AppleSupport WTF ; iphone really sucks.. trying to show how to dispose, disgusting; first fix #error56 #iphone dead updating #ios 11","Planning to upgrade your iPhone? Here's how to get it ready for recycling with Apple Renew.
Learn more https://t.co/eapHJSgiLZ https://t.co/NqdmLHp5Ex",370404,1365590,1365562,,
"@AppleSupport Yes that works. But I ended resetting it and lost my pictures and text messages since my backup failed. Wow. So it’s another wide-spread software bug. Why, @115858? Your customers deserve better.","@251591 We want to help. First, we'd suggest following the steps here to resolve the issue: https://t.co/osZOKKTalm If you need further assistance, let us know.",251591,562376,562375,,
@AppleSupport Can we install and use it? Is it a crime?,@303907 A VPN (virtual private network) provides secure access over the Internet to private networks: https://t.co/ZAkRmeAG7F,303907,770140,770139,,
@AppleSupport Wifi and mobile network,@413800 We want to help. Does this happen if you are on a Wi-Fi network? DM us the answer and we'll look at any issues you're having there. https://t.co/GDrqU22YpT,413800,2893298,2893297,,
@AppleSupport Did we just become best friends?,@518396 You're welcome.,518396,1711289,1711288,,
"@AppleSupport just did the latest update and here we go again.. i can’t place any calls or texts but i can however, use facetime...","@223867 That's not the experience we want you to have, and we'll do all we can to help. When did you last update, and what iOS version are you currently on? Do you recall doing anything specifically that restored service to your iPhone, such as restarting your device?",223867,458425,458424,,
@AppleSupport Thank you for not making me lose my shit !!!,@486852 We've got steps that can solve that. Check those out here: https://t.co/xU1AGHStV6 and let us know if that doesn't help.,486852,1581463,1581462,,
"@AppleSupport Why do you only reply to new issues, immediately move them to DM, then ignore them?",@128896 Is iTunes currently updating in the App Store? Let us know in DM and we'll look into this. https://t.co/GDrqU22YpT,128896,56948,56947,,
@AppleSupport I tried that first and have done so a few times since. No change,@423588 Often times restarting your device can help to resolve unexpected behaviors. Let's see if that helps.,423588,1299005,1299004,,
@AppleSupport As per latest media news apple india announce the warranty of iPhone in India even of they are purchased outside india. Please respond on DM,@479142 Great question! We're glad to go over details of the warranty and any restrictions to note. Please DM us to proceed. https://t.co/GDrqU22YpT,479142,1547568,1547567,,
@AppleSupport Yup and I've even turned the iPad off and back on again. It was working fine before the iOS update,@148659 Thanks for reaching out to us. We are always happy to help. Is your Netflix app up-to-date? https://t.co/GDrqU22YpT,148659,236420,236421,,
